timestamp,joint_1,joint_2,joint_3,joint_4,joint_5
0.026741981506347656,479,748,-66,397,499
0.057135581970214844,479,748,-67,397,499
0.08350419998168945,479,748,-67,397,499
0.10937213897705078,479,748,-68,397,499
0.13541507720947266,479,748,-67,397,499
0.1614363193511963,479,749,-67,397,499
0.18740224838256836,479,748,-66,397,499
0.2134718894958496,479,749,-67,397,499
0.2399156093597412,479,749,-66,397,499
0.2656979560852051,479,749,-66,397,499
0.29168105125427246,479,749,-66,398,499
0.31749916076660156,479,748,-66,397,499
0.34387898445129395,479,749,-66,397,499
0.3701200485229492,479,748,-66,397,499
0.3964419364929199,479,748,-66,397,499
0.42209768295288086,479,749,-66,397,499
0.44821715354919434,479,748,-67,397,499
0.47434210777282715,479,748,-67,397,499
0.5003087520599365,479,748,-66,397,499
0.526240348815918,479,749,-66,397,499
0.5527911186218262,479,748,-67,397,499
0.5784838199615479,479,749,-68,397,499
0.6047539710998535,479,748,-67,397,499
0.630645751953125,479,749,-66,397,499
0.6566214561462402,479,748,-66,397,499
0.6829729080200195,479,748,-66,397,499
0.7086427211761475,479,749,-68,397,499
0.7346639633178711,479,748,-68,397,499
0.7607564926147461,479,748,-67,397,499
0.7867012023925781,479,748,-67,397,499
0.8128952980041504,479,749,-67,397,499
0.8386564254760742,479,748,-67,397,499
0.8647665977478027,479,748,-68,397,499
0.8910748958587646,479,748,-65,397,499
0.9174458980560303,479,749,-67,397,499
0.942753791809082,479,748,-68,397,499
0.9688324928283691,479,749,-67,397,499
0.9948813915252686,479,748,-67,397,499
1.0209860801696777,479,748,-67,397,499
1.047039270401001,479,748,-66,398,499
1.0729777812957764,479,748,-66,397,499
1.0990548133850098,479,748,-68,397,499
1.1250989437103271,479,748,-68,397,499
1.1511728763580322,479,748,-67,397,499
1.177267074584961,479,749,-68,397,499
1.2031610012054443,479,748,-67,397,499
1.2291803359985352,479,748,-67,397,499
1.2552649974822998,479,748,-67,397,499
1.2816689014434814,479,749,-67,397,499
1.3073711395263672,479,748,-67,397,499
1.3333137035369873,479,749,-67,397,499
1.3591911792755127,479,748,-67,397,499
1.385258674621582,479,749,-67,397,499
1.4114160537719727,479,749,-66,397,499
1.437145709991455,479,749,-68,397,499
1.4631867408752441,479,749,-68,397,499
1.4892072677612305,479,748,-68,397,499
1.5151522159576416,479,748,-67,397,499
1.5412321090698242,479,748,-67,397,499
1.5671286582946777,479,748,-67,397,499
1.5930230617523193,479,748,-68,397,499
1.619459867477417,479,748,-67,397,499
1.6450107097625732,479,749,-66,397,499
1.6712031364440918,479,749,-67,397,499
1.697108507156372,479,749,-67,397,499
1.7230539321899414,479,748,-68,397,499
1.749338150024414,479,749,-68,397,499
1.775085687637329,479,748,-67,397,499
1.8016126155853271,479,748,-67,397,499
1.827378749847412,479,748,-67,398,500
1.8532617092132568,479,748,-66,398,499
1.879206657409668,479,748,-66,397,499
1.905404806137085,479,748,-66,397,499
1.9312281608581543,479,748,-65,397,499
1.957237720489502,479,748,-64,397,499
1.9832000732421875,479,748,-64,397,499
2.009195566177368,479,748,-64,397,499
2.036534309387207,479,750,-64,397,500
2.062309741973877,479,750,-60,397,499
2.088247537612915,479,751,-55,397,499
2.1143319606781006,479,751,-49,397,499
2.1402549743652344,479,750,-44,397,499
2.1663801670074463,479,750,-36,397,499
2.192744255065918,479,751,-26,397,499
2.21835994720459,479,750,-17,397,499
2.244455337524414,479,750,-5,397,499
2.2703568935394287,479,750,7,397,499
2.2962710857391357,479,751,20,397,499
2.32230281829834,479,750,38,397,499
2.3485703468322754,479,750,54,397,499
2.3742504119873047,479,750,73,397,499
2.400264263153076,479,750,91,397,499
2.4263696670532227,479,750,110,397,499
2.452371835708618,482,750,130,397,499
2.4784433841705322,481,751,149,397,499
2.5046029090881348,481,750,168,397,499
2.530449628829956,482,750,185,397,499
2.5564801692962646,482,751,201,397,499
2.582479238510132,482,750,217,397,499
2.609067678451538,482,750,231,397,499
2.6371073722839355,483,751,243,397,499
2.665707588195801,482,751,256,397,499
2.691169023513794,482,751,264,397,499
2.716989040374756,482,750,272,397,499
2.743046522140503,482,750,278,397,499
2.7691359519958496,483,751,283,397,499
2.795535087585449,482,751,286,397,499
2.8211755752563477,482,751,289,397,499
2.8471293449401855,482,750,291,397,499
2.873255729675293,482,751,292,397,499
2.899181842803955,483,751,293,397,499
2.9252216815948486,482,751,293,397,499
2.951174259185791,482,751,293,397,499
2.977173328399658,482,750,293,397,499
3.003349542617798,482,751,293,397,499
3.0291194915771484,482,750,294,397,499
3.0551204681396484,482,750,293,397,499
3.081106424331665,482,751,293,397,499
3.107145071029663,482,751,293,397,499
3.1332554817199707,482,750,293,397,499
3.1590991020202637,482,751,294,397,499
3.1850991249084473,482,751,294,397,499
3.211179256439209,483,751,293,397,499
3.2376012802124023,482,751,293,397,499
3.2634966373443604,482,751,292,397,499
3.2892403602600098,482,751,293,397,499
3.315760374069214,482,751,293,397,499
3.3417274951934814,482,751,293,397,499
3.367750883102417,482,751,293,397,499
3.393927574157715,483,750,293,397,499
3.4196434020996094,482,751,292,397,499
3.4457600116729736,484,751,294,397,499
3.471735715866089,482,751,294,397,499
3.4973926544189453,482,751,292,397,499
3.5240225791931152,482,750,294,397,499
3.549844980239868,483,751,294,397,499
3.5757975578308105,482,751,294,397,499
3.602006673812866,482,750,293,397,499
3.6278815269470215,482,751,293,397,499
3.653907060623169,482,751,294,397,499
3.6800460815429688,483,751,293,397,499
3.7058773040771484,482,751,293,397,499
3.733250141143799,484,750,293,397,499
3.7591261863708496,484,751,293,397,499
3.785001277923584,483,750,293,397,499
3.8110148906707764,482,751,293,397,499
3.8372857570648193,483,751,293,397,499
3.863185167312622,483,750,293,397,499
3.8891899585723877,482,751,293,397,499
3.915112257003784,483,751,294,397,499
3.9410436153411865,483,751,293,397,499
3.9673917293548584,482,751,293,397,499
3.9929730892181396,482,751,292,397,499
4.019139051437378,483,751,292,397,499
4.0451648235321045,482,750,293,397,499
4.071028470993042,482,750,293,397,499
4.097200393676758,482,750,293,397,499
4.1231608390808105,483,750,292,397,499
4.148973226547241,483,751,293,397,499
4.175504446029663,482,750,293,397,499
4.201120138168335,483,751,293,397,499
4.227131366729736,484,751,293,397,499
4.253232717514038,483,750,293,397,499
4.279407978057861,481,750,293,397,499
4.305051565170288,482,751,294,397,499
4.331503391265869,482,751,294,397,499
4.357337951660156,483,751,293,397,499
4.383316278457642,482,750,294,397,499
4.410008668899536,483,751,294,397,499
4.435571908950806,482,751,293,397,499
4.464099884033203,483,750,294,397,499
4.491738557815552,482,751,294,397,499
4.517718553543091,482,751,293,397,499
4.546884059906006,483,750,294,397,499
4.577091693878174,482,751,294,397,499
4.606986999511719,483,751,293,397,499
4.634845018386841,482,751,294,397,499
4.662754535675049,482,750,294,397,499
4.691065073013306,481,751,293,397,499
4.7231996059417725,479,750,293,397,499
4.752089738845825,479,750,293,397,499
4.77821946144104,479,750,292,397,499
4.806357383728027,479,749,291,397,499
4.8334479331970215,479,749,289,397,500
4.8595147132873535,479,748,285,397,499
4.886512517929077,479,744,282,397,499
4.912146806716919,479,740,275,397,499
4.9383509159088135,479,737,265,397,499
4.96436333656311,479,735,255,397,499
4.9903998374938965,479,732,243,397,499
5.01654314994812,479,730,231,397,499
5.0425262451171875,479,727,217,397,499
5.068879127502441,481,727,203,397,499
5.094622611999512,482,728,185,397,499
5.120661497116089,482,728,169,397,499
5.146538257598877,482,728,150,397,499
5.172484874725342,483,728,131,397,499
5.198591709136963,483,728,110,397,499
5.224556922912598,482,728,90,397,499
5.2505104541778564,482,728,67,397,499
5.276717662811279,482,728,44,397,499
5.302707672119141,481,728,23,397,499
5.328716993331909,479,728,0,397,499
5.354830503463745,479,729,-20,397,499
5.380697250366211,479,730,-39,397,499
5.406810760498047,479,731,-57,397,500
5.432903528213501,479,729,-73,398,499
5.458807945251465,479,732,-83,397,500
5.48494553565979,479,732,-83,397,499
5.510854005813599,479,733,-80,397,499
5.537153720855713,479,733,-77,397,500
5.562824249267578,479,732,-77,397,499
5.588852882385254,479,732,-76,397,499
5.6149139404296875,479,732,-77,397,499
5.640815019607544,479,732,-76,397,499
5.6669535636901855,479,732,-77,397,499
5.692840814590454,479,732,-77,397,499
5.7188286781311035,479,732,-77,397,499
5.744808197021484,479,732,-77,397,499
5.770874500274658,479,732,-77,397,499
5.796833515167236,479,732,-76,397,499
5.823082208633423,479,732,-76,397,499
5.848955869674683,479,732,-77,397,499
5.875288724899292,479,732,-76,397,499
5.901341438293457,479,732,-77,397,499
5.927128314971924,479,732,-76,397,499
5.95320463180542,479,732,-77,397,499
5.9792351722717285,479,732,-76,397,499
6.005239009857178,479,732,-75,397,499
6.031264305114746,479,732,-75,397,499
6.057318449020386,479,733,-74,397,499
6.0833046436309814,479,734,-70,397,499
6.109591960906982,479,735,-66,397,499
6.135216236114502,479,737,-61,397,499
6.161491394042969,479,740,-52,397,499
6.187807559967041,479,744,-42,397,499
6.213601589202881,479,748,-27,397,499
6.239823341369629,479,750,-12,397,499
6.265867710113525,479,751,7,397,499
6.292083501815796,481,752,28,397,499
6.3181328773498535,481,752,49,397,499
6.344124794006348,482,751,73,397,499
6.369832992553711,481,751,97,397,499
6.396087408065796,482,751,119,397,499
6.422037124633789,482,751,142,397,499
6.448162317276001,482,752,166,397,499
6.473970651626587,482,751,188,397,499
6.500312328338623,482,751,207,397,499
6.526137113571167,482,751,228,397,499
6.552026271820068,483,751,247,397,499
6.577953100204468,482,751,265,397,499
6.604067325592041,481,751,282,397,499
6.630107402801514,479,751,298,397,499
6.65601921081543,479,751,311,397,499
6.682127475738525,479,751,326,397,499
6.708188056945801,479,751,334,397,499
6.734318733215332,479,751,345,397,499
6.760274171829224,479,751,354,397,499
6.786440134048462,479,751,362,397,499
6.81227445602417,479,751,369,398,499
6.838559865951538,479,751,377,397,499
6.864361763000488,479,751,385,397,499
6.890322685241699,479,751,391,397,499
6.916295289993286,479,751,395,397,499
6.942308187484741,479,751,401,397,499
6.968263387680054,479,751,405,397,499
6.994253873825073,479,751,407,397,499
7.020569324493408,479,751,409,397,499
7.046386241912842,479,751,412,397,499
7.072649955749512,479,751,412,397,499
7.09840726852417,479,751,412,397,499
7.124389886856079,479,751,411,397,499
7.15043830871582,479,751,412,397,499
7.176788091659546,479,751,412,397,499
7.20244836807251,479,751,412,397,499
7.228470325469971,479,751,412,397,499
7.254408597946167,479,751,412,397,499
7.280480146408081,479,751,412,397,499
7.3067967891693115,479,751,412,397,499
7.332386493682861,479,751,412,397,499
7.358527898788452,479,751,412,397,499
7.385737657546997,479,751,412,397,499
7.411717891693115,479,751,412,397,499
7.438173532485962,479,750,409,397,499
7.463869571685791,479,751,408,397,499
7.489791393280029,479,751,409,397,499
7.51579475402832,479,751,407,397,499
7.541928291320801,479,751,409,398,499
7.568036317825317,479,751,407,398,499
7.593930721282959,478,750,406,398,499
7.619937181472778,479,749,405,398,499
7.645900249481201,479,749,401,397,499
7.671976804733276,478,749,397,398,499
7.697983264923096,479,749,391,398,499
7.724298477172852,478,748,382,398,499
7.749871492385864,479,749,373,397,499
7.775698661804199,478,749,363,398,499
7.801869869232178,477,749,351,398,499
7.828089237213135,479,749,340,398,499
7.853876113891602,479,749,326,398,499
7.879968881607056,479,749,311,398,499
7.906107425689697,479,749,295,397,499
7.931842565536499,479,749,280,398,499
7.957932710647583,479,749,261,398,499
7.984803915023804,479,749,244,397,499
8.010919570922852,479,749,226,397,499
8.037055730819702,479,749,207,397,499
8.062951564788818,479,749,190,397,499
8.089268922805786,479,749,171,397,499
8.115009546279907,479,749,150,397,499
8.140867710113525,479,749,131,397,499
8.166960716247559,479,749,113,397,499
8.19298005104065,479,748,96,397,499
8.2189199924469,479,749,79,397,499
8.244949102401733,479,748,64,397,499
8.270956993103027,479,749,47,397,499
8.297040939331055,479,749,34,397,499
8.323275089263916,479,749,21,398,499
8.348894834518433,479,749,11,397,499
8.374913930892944,479,749,4,397,499
8.400946140289307,479,749,-3,397,499
8.426824569702148,479,749,-8,397,499
8.45304799079895,479,749,-11,397,499
8.478837013244629,479,749,-12,397,499
8.504767417907715,479,749,-12,397,499
8.530848741531372,479,749,-12,397,499
8.557015180587769,479,749,-12,397,499
8.583219051361084,479,749,-9,397,500
8.609131336212158,479,749,-5,397,499
8.635523080825806,479,748,-1,397,499
8.66115427017212,479,747,4,397,499
8.68738842010498,479,745,11,396,499
8.713258743286133,479,740,16,397,499
8.739595174789429,479,737,21,396,499
8.76562213897705,478,732,30,397,499
8.791775941848755,479,725,39,397,499
8.817843198776245,479,718,48,397,499
8.843972206115723,479,710,59,397,499
8.870087385177612,479,698,70,397,499
8.895993709564209,479,688,85,397,499
8.921958923339844,479,676,98,397,499
8.948111772537231,479,665,113,397,499
8.974146842956543,479,652,130,397,499
8.999930381774902,479,638,146,397,499
9.026159524917603,479,628,162,397,499
9.052048921585083,479,615,179,397,499
9.078134298324585,479,603,194,397,499
9.10426115989685,479,591,211,397,499
9.1303071975708,479,581,226,397,499
9.156359910964966,479,572,238,397,499
9.182641744613647,479,561,253,397,499
9.209118127822876,479,551,264,397,499
9.23540997505188,479,542,277,397,499
9.261590719223022,479,535,287,397,499
9.287859678268433,479,526,297,397,499
9.313700675964355,479,518,305,397,499
9.339709758758545,479,510,314,397,499
9.365839719772339,479,503,321,397,499
9.391772747039795,479,497,326,397,499
9.41797423362732,479,491,332,397,499
9.44402265548706,479,486,336,397,499
9.470149993896484,479,479,342,397,499
9.496416091918945,479,474,346,397,499
9.522972583770752,479,468,348,397,499
9.550871133804321,479,464,351,397,499
9.577694177627563,479,459,353,397,499
9.604190587997437,479,455,357,397,499
9.630736351013184,479,449,359,397,499
9.65920114517212,479,444,361,397,499
9.685555219650269,479,439,363,397,499
9.713744640350342,479,433,367,397,499
9.744776487350464,479,430,369,397,499
9.77061414718628,479,424,373,397,499
9.798691987991333,479,420,378,397,499
9.825718879699707,479,415,384,397,499
9.851922273635864,479,411,390,397,499
9.87901782989502,479,406,395,397,499
9.905314445495605,479,400,405,397,499
9.93123722076416,482,395,412,397,499
9.956941366195679,482,390,419,397,499
9.982907772064209,482,384,429,397,499
10.008923530578613,482,377,437,397,499
10.035070180892944,482,370,445,397,499
10.061102867126465,484,365,456,397,499
10.08709716796875,483,358,464,396,499
10.113148212432861,482,351,471,397,499
10.139177322387695,482,345,477,397,499
10.16538691520691,483,340,483,397,499
10.191293954849243,484,333,489,397,499
10.217151641845703,483,328,493,397,499
10.243374109268188,483,325,496,397,499
10.269140720367432,483,322,497,397,499
10.295400619506836,483,317,499,397,499
10.321177005767822,482,314,500,397,499
10.347087860107422,483,312,502,397,499
10.373196601867676,482,307,503,397,499
10.39907693862915,483,305,503,397,499
10.425134181976318,482,302,503,397,499
10.4520263671875,482,298,503,397,499
10.478048324584961,482,293,503,397,499
10.50398325920105,482,290,503,396,499
10.529990196228027,482,285,502,397,499
10.556010246276855,482,281,502,397,499
10.581839084625244,482,277,502,397,499
10.608025074005127,482,272,502,397,499
10.633972644805908,482,269,502,397,499
10.659980058670044,481,263,502,397,499
10.685932874679565,481,258,502,397,499
10.71197247505188,480,254,502,397,499
10.738012075424194,479,248,503,397,499
10.76406717300415,479,242,502,397,499
10.790061950683594,479,238,502,397,499
10.816678524017334,479,234,503,397,499
10.843059062957764,479,229,505,397,499
10.869042158126831,479,227,507,397,499
10.89497709274292,481,221,509,397,499
10.921189546585083,481,218,512,397,499
10.946974277496338,481,215,516,397,499
10.972860097885132,481,211,517,397,499
10.99854826927185,479,207,519,397,499
11.02489447593689,479,203,520,397,499
11.051007986068726,479,199,520,397,499
11.076916217803955,479,195,520,397,499
11.10288143157959,479,192,520,397,499
11.128862142562866,479,189,520,397,499
11.154884338378906,479,185,520,397,499
11.180862188339233,479,184,520,397,499
11.206792116165161,479,183,520,397,499
11.232744693756104,479,182,520,397,499
11.258949518203735,479,182,520,397,499
11.28511929512024,479,182,520,397,499
11.31114387512207,479,181,520,397,499
11.33728575706482,479,181,520,397,499
11.363153219223022,479,181,520,397,499
11.389330625534058,479,181,520,397,499
11.41521167755127,479,181,520,397,499
11.441150188446045,479,181,520,397,499
11.467588424682617,479,181,520,397,499
11.493143796920776,479,181,520,397,499
11.519213199615479,479,181,520,397,499
11.545198917388916,479,181,520,397,499
11.570911645889282,479,181,520,397,499
11.597214460372925,479,181,520,397,499
11.623492956161499,479,181,520,397,499
11.64908766746521,479,181,520,397,499
11.674926042556763,479,181,520,397,499
11.701065301895142,479,181,520,397,499
11.727466106414795,479,181,520,397,499
11.753790378570557,479,181,520,397,499
11.779768705368042,479,181,520,397,499
11.8063063621521,479,181,520,397,499
11.8321692943573,479,181,521,397,499
11.858437061309814,479,181,520,397,499
11.885218143463135,479,181,520,397,499
11.911884784698486,479,181,520,397,499
11.938281297683716,480,181,520,397,499
11.964169263839722,479,181,520,397,499
11.990099906921387,479,181,520,397,499
12.016079664230347,479,181,520,397,499
12.042668342590332,479,181,520,397,499
12.068225383758545,479,181,520,397,499
12.094247341156006,479,181,520,397,499
12.120287895202637,480,181,520,397,499
12.146528244018555,479,180,520,397,499
12.172488689422607,480,181,520,397,499
12.19900369644165,480,181,520,397,499
12.224673509597778,479,181,520,397,499
12.25075387954712,481,181,520,397,499
12.276773452758789,479,181,520,397,499
12.302703380584717,479,181,520,397,499
12.328737020492554,482,181,520,397,499
12.354639530181885,481,181,520,397,499
12.380604982376099,479,181,520,397,499
12.406600713729858,481,181,520,397,499
12.432746648788452,479,181,520,397,499
12.458552360534668,480,182,520,397,499
12.484664916992188,481,183,520,397,499
12.510754585266113,482,182,520,397,499
12.536926507949829,481,183,520,397,499
12.562849760055542,479,183,520,397,499
12.588894128799438,481,183,520,397,499
12.615435123443604,481,184,520,397,499
12.640986680984497,480,186,520,397,499
12.667071342468262,479,188,520,397,499
12.693300724029541,479,192,520,397,499
12.719014167785645,479,196,520,397,499
12.745048999786377,479,202,520,397,499
12.771097660064697,479,208,520,397,499
12.797341108322144,479,216,520,397,499
12.822970867156982,479,223,520,396,499
12.848829984664917,479,233,520,397,499
12.874882221221924,479,243,520,397,499
12.901273250579834,479,254,520,397,499
12.926953554153442,480,264,520,397,499
12.953040838241577,482,276,520,397,499
12.97912335395813,484,287,520,397,499
13.004969596862793,483,298,520,397,499
13.031007289886475,481,310,520,397,499
13.057050704956055,483,323,520,397,499
13.083101987838745,481,333,520,397,499
13.109128475189209,482,343,520,397,499
13.13529634475708,482,355,520,397,499
13.16103482246399,482,366,520,397,499
13.187077045440674,482,376,520,397,499
13.213250160217285,483,388,520,397,499
13.239186763763428,484,397,520,397,499
13.265093088150024,482,408,520,397,499
13.291002750396729,482,417,520,397,499
13.317070722579956,484,428,520,397,499
13.343043088912964,482,437,520,397,499
13.369046211242676,482,446,520,397,499
13.39514446258545,485,456,520,397,499
13.421175479888916,483,465,520,397,499
13.446847200393677,483,475,520,397,499
13.473102807998657,483,485,520,397,499
13.499164342880249,484,494,520,397,499
13.52516508102417,481,502,520,397,499
13.551270961761475,483,511,520,397,499
13.577279090881348,483,520,520,397,499
13.603440284729004,482,530,520,397,499
13.629302501678467,483,537,520,397,499
13.655460596084595,482,543,520,397,499
13.681249380111694,480,551,520,397,499
13.707820892333984,479,557,520,397,499
13.733747005462646,479,563,520,397,499
13.759577989578247,479,568,520,397,499
13.785503387451172,479,574,520,397,499
13.811418294906616,479,577,520,397,499
13.837501049041748,479,582,520,397,499
13.863303184509277,479,585,520,397,499
13.88941240310669,479,589,520,397,499
13.915467023849487,479,594,520,397,499
13.94151759147644,479,596,520,397,499
13.967415571212769,479,599,520,397,499
13.99327826499939,479,601,520,397,499
14.019679069519043,479,601,520,397,499
14.045533180236816,479,603,520,397,499
14.07140302658081,479,604,520,397,499
14.097620248794556,479,604,520,397,499
14.12370252609253,479,604,520,397,499
14.14955997467041,479,605,520,397,499
14.175777912139893,479,605,520,398,499
14.201624870300293,479,605,520,397,499
14.22802186012268,479,605,520,397,499
14.25385308265686,479,605,520,397,499
14.279805183410645,479,605,520,397,499
14.30605936050415,479,605,520,397,499
14.332590103149414,479,605,520,397,499
14.357897996902466,479,605,520,397,499
14.38385558128357,479,605,520,397,499
14.409942865371704,480,604,520,397,499
14.435944080352783,481,601,520,397,499
